,Random Forest,HistGradientBoost,HistGradientBoost Randomized,XGBoost,XGBoost Randomized,LightGBM,StackClassifier
0,0.8079380367201012,0.767763764995386,0.5947388007715522,0.8157893409846151,0.6258645291731395,0.813414283625215,0.788062689412085
